amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age
92.52,11,Grocery,0,0,50,6,33
89.83,0,Travel,1,0,83,2,36
13.08,21,Grocery,0,0,83,3,35
400.74,21,Food,1,1,43,1,29
37.01,1,Food,0,0,63,2,66
74.95,8,Electronics,0,0,45,3,42
126.49,6,Electronics,0,0,75,1,19
24.43,16,Clothing,0,0,34,1,69
37.68,12,Travel,0,0,43,2,41
36.79,10,Clothing,0,0,68,2,34
138.29,15,Electronics,1,1,86,3,68
89.7,9,Grocery,0,0,98,1,36
111.17,7,Food,0,0,77,2,66
447.48,23,Grocery,0,0,54,1,39
25.09,7,Clothing,0,0,67,4,47
132.8,5,Clothing,0,0,59,4,61
156.43,18,Grocery,0,0,48,1,18
119.93,21,Grocery,0,0,96,2,28
27.33,19,Electronics,0,0,42,4,28
58.59,9,Food,0,0,60,4,18
184.21,2,Grocery,0,0,27,3,36
193.54,20,Electronics,0,0,28,2,40
146.47,16,Travel,0,0,98,0,25
590.37,1,Grocery,1,0,37,1,65
327.88,15,Clothing,0,0,58,1,67
310.14,22,Travel,0,0,66,0,28
230.9,6,Clothing,0,0,63,0,28
196.87,23,Electronics,0,0,68,1,67
221.11,22,Clothing,0,0,41,1,18
34.4,5,Electronics,1,0,36,2,69
148.55,5,Food,0,0,51,2,41
161.88,0,Travel,0,0,54,2,47
495.21,11,Electronics,0,0,41,2,47
247.02,7,Clothing,0,0,41,0,48
60.21,15,Clothing,0,0,26,1,63
1.0,18,Travel,0,1,62,2,49
80.0,16,Grocery,0,0,96,8,43
31.29,23,Grocery,0,0,72,0,59
202.38,18,Electronics,0,0,86,3,19
86.04,4,Travel,0,1,50,0,24
309.15,1,Food,0,0,64,4,60
882.69,5,Travel,0,0,43,4,67
61.44,5,Clothing,0,0,76,3,32
48.99,10,Food,0,0,70,2,60
176.45,11,Food,0,0,25,4,39
222.47,10,Clothing,0,1,75,2,55
361.42,2,Grocery,0,0,28,5,43
226.47,0,Clothing,0,0,53,2,41
19.9,22,Grocery,0,0,58,3,33
168.15,1,Electronics,0,0,97,1,47
119.09,11,Grocery,1,0,43,3,65
164.33,4,Grocery,0,1,72,3,34
193.1,23,Clothing,0,0,85,1,64
109.1,8,Electronics,0,0,64,3,50
343.27,16,Food,0,0,70,2,23
329.64,8,Clothing,0,0,28,1,29
46.29,12,Electronics,0,0,94,2,60
501.88,4,Grocery,0,0,38,0,29
27.28,7,Electronics,0,0,53,0,27
3.58,13,Electronics,1,0,64,0,23
131.75,12,Clothing,0,0,41,1,28
13.39,7,Clothing,0,0,52,1,37
328.98,12,Electronics,0,1,61,5,59
754.05,20,Food,0,0,67,1,68
662.52,18,Electronics,0,0,57,3,40
17.44,19,Clothing,0,1,94,0,47
189.02,9,Clothing,0,0,75,3,27
169.93,9,Grocery,0,0,86,2,56
67.36,4,Travel,0,0,77,2,51
8.85,22,Electronics,0,0,53,0,32
349.55,3,Grocery,0,0,89,3,43
123.58,10,Electronics,0,1,26,3,63
374.31,21,Grocery,0,0,82,2,49
34.27,10,Food,0,0,71,3,48
110.69,4,Food,0,0,45,3,35
43.54,18,Travel,1,0,53,4,43
29.66,10,Clothing,0,0,29,1,44
262.88,11,Grocery,0,0,75,5,19
92.66,23,Electronics,0,1,62,2,28
366.6,9,Electronics,0,0,51,1,27
560.0,13,Food,0,0,48,1,52
85.74,6,Grocery,0,0,73,1,21
149.87,7,Food,0,0,63,3,62
347.05,14,Electronics,0,0,83,2,45
81.81,18,Food,0,0,31,1,24
365.31,14,Grocery,0,0,91,1,22
20.78,8,Grocery,0,0,41,1,29
511.56,5,Electronics,0,0,50,2,41
170.11,8,Food,0,0,60,1,51
23.52,19,Grocery,0,1,84,2,52
86.62,18,Grocery,0,0,81,1,54
544.36,20,Food,0,1,39,2,60
1.6,7,Electronics,0,0,77,2,26
435.09,0,Grocery,1,0,54,3,69
68.77,5,Electronics,1,0,29,1,52
15.03,17,Grocery,1,0,31,3,44
11.7,9,Travel,0,0,84,2,58
259.61,8,Grocery,0,0,40,5,64
491.44,11,Clothing,0,0,73,4,28
1.69,5,Food,0,0,87,2,68
472.96,13,Clothing,0,0,35,3,31
138.13,19,Food,0,0,66,3,29
165.19,9,Food,0,0,28,5,46
120.44,5,Electronics,0,0,99,2,25
521.2,8,Travel,0,0,80,3,50
41.75,3,Electronics,0,0,91,1,30
3.33,17,Food,0,0,36,6,65
20.31,7,Grocery,0,0,79,2,49
144.73,20,Food,0,0,74,0,51
71.62,17,Grocery,0,0,96,1,57
8.26,19,Travel,0,0,95,0,52
148.67,7,Clothing,1,0,41,3,27
853.09,4,Grocery,0,0,53,1,38
460.68,17,Clothing,0,0,38,4,68
67.28,16,Clothing,0,0,42,3,48
16.9,21,Grocery,0,0,60,1,42
5.57,5,Grocery,0,0,75,2,29
273.63,22,Electronics,0,0,51,0,44
154.3,0,Travel,0,0,71,2,24
281.14,18,Food,1,0,74,2,49
66.63,6,Food,0,0,85,5,40
196.96,18,Travel,0,0,87,0,18
72.74,16,Clothing,0,0,48,2,23
48.08,11,Electronics,1,0,57,0,60
61.99,18,Grocery,0,1,48,6,47
175.73,15,Travel,0,1,42,0,33
155.58,11,Food,0,0,85,2,38
158.36,6,Grocery,0,0,34,2,63
305.29,15,Food,0,0,42,2,29
244.98,0,Travel,1,0,28,3,28
0.36,9,Grocery,0,0,31,2,60
82.22,20,Food,0,0,61,1,32
323.42,8,Food,0,0,98,0,49
116.72,6,Electronics,0,0,69,5,38
112.28,11,Electronics,0,0,93,5,38
307.05,21,Grocery,0,0,36,1,22
226.88,19,Grocery,0,1,77,2,60
82.5,3,Travel,0,0,46,1,22
606.6,0,Clothing,0,0,34,0,49
145.48,10,Grocery,0,0,68,2,31
467.62,2,Electronics,0,0,27,2,55
610.11,11,Clothing,0,0,30,3,20
61.54,0,Travel,0,0,91,7,31
347.72,15,Travel,0,0,60,3,61
74.45,12,Grocery,0,0,64,1,41
27.79,14,Electronics,0,1,40,2,21
179.66,14,Electronics,0,0,27,6,69
163.18,17,Clothing,0,0,27,0,68
34.43,21,Clothing,0,0,33,1,27
46.09,20,Travel,0,0,32,7,27
82.23,7,Travel,0,0,38,0,61
9.68,9,Electronics,0,0,82,3,42
107.01,0,Electronics,0,0,42,2,47
515.89,22,Travel,0,1,52,1,60
115.37,3,Clothing,0,0,36,2,48
112.37,15,Electronics,0,0,50,4,21
235.36,23,Food,0,0,35,0,21
447.22,18,Food,0,0,33,2,25
707.51,17,Clothing,1,0,93,4,56
134.53,17,Clothing,0,0,43,3,68
149.66,4,Grocery,0,0,32,1,19
85.97,11,Food,0,0,77,1,49
253.12,15,Clothing,0,0,61,2,24
8.66,5,Electronics,0,0,95,1,19
207.19,21,Electronics,0,0,98,1,50
91.75,12,Electronics,0,0,46,0,47
28.65,13,Food,0,0,30,0,22
115.03,20,Travel,0,0,83,1,26
210.17,5,Electronics,1,0,36,2,40
68.7,20,Travel,0,0,88,0,33
179.6,0,Clothing,1,0,69,3,43
975.44,6,Clothing,0,0,89,1,48
263.29,11,Food,0,0,56,2,37
17.7,19,Clothing,0,0,91,3,35
248.37,20,Travel,0,1,44,2,57
203.49,17,Grocery,0,0,28,3,19
275.56,14,Clothing,0,0,30,6,32
124.91,3,Grocery,0,0,39,2,69
75.66,3,Travel,0,0,75,3,46
194.18,0,Electronics,0,0,61,3,35
473.81,21,Travel,1,0,83,2,30
157.45,1,Grocery,0,0,85,2,38
318.99,21,Electronics,0,0,47,1,68
27.32,15,Food,0,0,81,0,50
50.98,0,Food,0,0,62,0,22
540.24,8,Clothing,0,0,36,3,46
94.58,16,Grocery,0,1,85,1,26
189.6,9,Electronics,0,0,81,2,22
195.73,14,Electronics,0,0,43,3,64
250.09,17,Grocery,0,0,40,3,43
39.96,12,Grocery,0,0,95,3,28
67.93,6,Electronics,0,0,45,1,67
30.06,15,Clothing,0,0,70,1,56
251.98,22,Travel,0,0,75,5,61
501.5,14,Grocery,1,0,58,2,52
148.72,1,Travel,0,0,43,1,31
27.73,10,Clothing,0,0,27,2,32
180.63,6,Clothing,0,0,60,3,41
140.9,5,Electronics,0,0,86,1,43
50.5,23,Food,0,0,70,2,36
53.43,1,Food,0,0,87,2,67
2.34,13,Food,0,0,54,0,52
590.24,1,Clothing,0,0,96,2,50
0.47,5,Food,0,0,27,1,53
72.33,21,Travel,1,0,77,1,21
177.42,17,Electronics,0,0,75,1,31
65.07,15,Travel,1,1,46,1,66
135.77,15,Food,0,0,90,3,65
365.59,7,Food,0,0,59,0,24
90.5,0,Grocery,1,0,82,3,26
282.8,16,Food,0,0,84,2,31
119.44,21,Travel,0,0,63,3,60
160.82,10,Electronics,0,0,78,3,23
383.6,12,Travel,0,0,40,5,50
12.5,15,Grocery,0,0,75,3,37
10.64,7,Clothing,0,0,65,3,41
179.86,15,Travel,0,0,44,4,49
526.91,14,Electronics,0,0,30,1,21
80.37,9,Travel,0,0,68,3,29
100.41,19,Electronics,0,0,25,2,68
107.64,13,Travel,0,0,84,3,68
528.41,11,Food,1,0,48,5,32
65.28,4,Grocery,0,0,33,1,19
15.32,4,Electronics,1,0,32,2,27
61.81,13,Grocery,0,0,89,1,52
237.94,11,Food,0,1,47,0,21
368.17,3,Clothing,0,0,79,4,20
476.47,10,Electronics,1,0,66,4,68
1152.99,20,Food,0,1,50,4,53
3.08,0,Travel,0,1,67,3,49
71.51,10,Clothing,0,0,49,3,54
99.09,6,Electronics,0,0,37,5,39
229.13,11,Electronics,0,0,60,3,54
213.71,3,Travel,0,0,57,3,39
972.01,4,Electronics,0,0,62,1,54
139.89,7,Travel,0,0,77,1,59
149.39,10,Clothing,0,0,89,3,48
116.67,19,Electronics,0,1,49,3,51
32.72,17,Food,0,0,69,2,47
8.24,10,Electronics,1,0,91,1,43
293.68,8,Clothing,1,0,98,4,45
388.07,0,Clothing,0,0,36,1,18
400.4,16,Grocery,0,0,64,1,36
115.75,7,Food,0,0,92,1,32
89.89,0,Food,0,1,26,1,44
123.41,18,Clothing,1,0,87,3,49
122.91,9,Clothing,0,0,55,2,33
84.39,12,Clothing,0,0,61,3,49
22.25,7,Grocery,0,0,99,2,27
32.66,4,Travel,0,0,61,4,50
181.96,4,Clothing,0,0,84,0,65
218.2,16,Food,1,0,85,2,18
182.95,12,Food,0,0,63,1,38
33.49,22,Travel,0,0,95,1,26
254.99,5,Clothing,0,0,52,0,41
188.3,4,Food,0,0,49,4,46
485.89,18,Grocery,0,0,61,1,31
851.3,23,Electronics,0,0,61,0,44
56.51,3,Grocery,0,0,53,3,58
4.08,9,Travel,0,0,62,1,23
16.12,7,Electronics,0,0,62,2,62
277.69,19,Food,0,0,63,1,31
50.99,10,Electronics,0,0,31,1,22
737.06,0,Food,0,1,65,5,51
296.89,23,Electronics,0,0,36,1,30
103.42,17,Travel,0,0,92,3,67
36.13,2,Clothing,0,0,27,3,19
97.55,13,Electronics,0,0,90,2,20
104.58,12,Grocery,0,0,51,1,36
185.86,8,Food,0,0,86,0,47
144.42,5,Clothing,0,0,76,3,51
59.12,7,Travel,0,0,72,3,24
66.95,10,Grocery,0,0,69,1,25
156.48,8,Clothing,0,0,26,3,27
137.04,20,Electronics,0,0,33,0,52
479.82,7,Clothing,0,0,58,1,68
95.18,16,Food,0,0,76,1,64
125.73,16,Grocery,0,0,65,1,48
292.02,17,Clothing,0,0,73,0,54
95.34,20,Electronics,0,0,47,1,23
43.03,1,Travel,0,0,87,2,40
48.6,13,Grocery,0,0,95,1,62
34.77,23,Grocery,1,0,59,0,39
231.36,15,Clothing,0,0,65,1,58
182.0,10,Travel,0,0,58,6,41
131.52,16,Clothing,0,1,82,3,53
99.98,21,Electronics,0,0,75,1,48
82.58,7,Clothing,0,0,63,0,42
514.8,13,Grocery,1,0,31,0,48
18.11,19,Food,0,0,97,1,69
106.55,14,Food,0,0,60,4,58
64.05,6,Travel,0,0,52,0,52
53.74,18,Food,0,0,60,3,23
17.01,10,Electronics,0,1,58,5,40
11.06,14,Travel,0,0,46,2,37
60.69,6,Travel,0,0,30,0,61
75.32,14,Food,1,0,44,3,27
201.43,15,Food,0,0,95,0,37
23.53,17,Electronics,1,0,39,3,21
143.37,8,Clothing,1,0,49,0,18
85.41,21,Clothing,0,1,64,1,39
134.14,17,Food,0,0,66,1,43
54.09,7,Travel,0,0,63,1,57
50.91,20,Grocery,0,0,88,2,61
168.46,4,Travel,0,0,51,0,44
80.24,9,Travel,0,0,37,2,53
976.88,0,Clothing,0,0,60,2,20
86.17,11,Electronics,0,0,25,2,67
171.95,7,Travel,0,0,79,2,18
300.78,7,Food,0,1,89,4,39
136.35,19,Grocery,0,0,56,2,24
121.56,15,Electronics,0,0,36,0,32
670.4,14,Grocery,0,0,35,2,27
43.41,1,Clothing,0,0,46,2,43
157.09,2,Food,0,0,35,3,41
27.17,12,Grocery,0,0,63,1,21
154.74,0,Travel,0,0,28,2,32
302.49,17,Electronics,0,0,71,1,60
95.95,0,Electronics,0,1,87,2,44
121.87,19,Travel,1,0,72,1,64
336.28,2,Grocery,0,0,61,0,26
668.45,9,Electronics,0,1,91,2,48
131.76,5,Travel,1,0,46,2,69
13.24,22,Clothing,1,0,83,2,64
69.47,17,Clothing,0,0,69,3,68
144.5,6,Grocery,1,0,94,1,43
78.19,19,Food,0,0,69,0,37
496.41,6,Clothing,0,0,26,0,31
98.81,19,Electronics,0,0,77,0,63
431.45,0,Travel,0,0,51,3,56
52.23,11,Clothing,0,0,97,3,31
60.45,4,Grocery,0,0,89,4,59
108.86,20,Travel,0,0,87,9,25
335.19,2,Clothing,0,0,49,4,48
345.89,4,Travel,0,0,70,2,56
122.13,1,Travel,0,1,28,1,35
188.65,20,Travel,0,1,90,1,58
6.04,23,Clothing,0,0,67,1,40
197.0,3,Clothing,0,0,62,2,38
15.93,3,Grocery,0,0,55,3,49
15.51,18,Food,0,0,35,4,47
192.17,12,Travel,0,0,95,2,30
61.44,16,Food,0,0,56,1,46
22.51,21,Food,0,0,32,2,27
161.52,12,Food,0,0,57,2,23
201.77,0,Travel,1,1,43,1,49
11.91,5,Clothing,0,0,89,2,33
188.5,22,Travel,0,0,58,1,28
141.99,11,Electronics,0,1,92,3,26
179.64,15,Electronics,0,0,26,3,38
126.26,11,Travel,0,0,44,2,24
103.11,11,Grocery,0,1,88,4,39
31.54,11,Travel,0,0,25,1,31
149.77,7,Grocery,0,0,70,3,19
469.8,9,Food,0,0,52,3,31
35.07,20,Electronics,1,0,69,1,23
254.85,16,Clothing,0,0,94,2,36
72.62,13,Electronics,0,0,63,3,28
152.93,0,Food,0,1,77,2,54
162.86,22,Electronics,0,0,70,2,24
115.23,9,Clothing,0,0,58,4,39
58.72,18,Travel,0,0,73,1,26
2.57,1,Clothing,0,0,62,2,64
135.77,0,Clothing,0,0,70,1,27
357.53,5,Electronics,0,0,59,3,34
376.7,18,Clothing,0,0,48,2,51
92.0,10,Clothing,1,0,81,2,27
145.28,11,Food,0,0,65,0,65
81.63,14,Grocery,0,0,89,2,44
126.83,14,Grocery,0,0,29,2,32
87.83,19,Clothing,0,0,80,5,31
661.78,19,Electronics,0,0,91,3,32
495.59,2,Travel,0,0,60,2,57
10.13,19,Travel,1,1,50,1,27
125.9,0,Clothing,1,0,45,5,55
284.71,15,Travel,0,0,42,3,50
411.96,23,Food,0,0,75,1,44
68.4,0,Grocery,0,0,45,2,35
36.94,22,Food,1,0,56,3,40
124.18,19,Clothing,1,0,80,0,22
65.86,18,Grocery,0,0,77,1,23
59.45,17,Electronics,0,0,56,2,53
501.04,13,Food,0,0,70,0,19
741.11,14,Electronics,0,0,76,1,49
78.39,19,Travel,0,0,83,2,38
85.02,18,Clothing,0,0,74,3,46
91.29,9,Grocery,0,0,35,2,18
54.61,4,Travel,0,0,96,2,38
43.5,4,Clothing,0,0,75,1,61
407.56,1,Grocery,1,0,36,2,34
60.44,9,Grocery,1,0,55,2,24
136.64,14,Grocery,1,0,65,3,58
469.13,6,Clothing,0,0,92,2,57
100.27,23,Clothing,0,0,80,5,69
466.85,21,Food,0,0,52,3,56
139.46,16,Electronics,0,0,68,2,67
242.69,19,Electronics,0,0,87,0,21
256.43,8,Grocery,0,1,48,2,18
247.76,17,Clothing,0,1,68,4,22
157.6,16,Food,0,0,28,0,49
225.07,18,Electronics,0,0,80,2,19
126.77,8,Electronics,1,0,79,3,59
218.21,14,Travel,0,1,26,0,31
68.44,1,Travel,0,0,33,2,68
4.84,5,Food,0,0,59,2,61
581.06,5,Food,0,0,31,1,26
86.33,12,Clothing,0,0,60,2,22
255.27,20,Food,0,0,61,3,40
88.01,1,Electronics,0,1,68,0,20
34.99,0,Food,0,0,43,1,50
95.59,10,Grocery,0,0,38,3,66
110.32,17,Clothing,0,0,45,2,37
51.61,12,Food,0,0,92,4,52
589.45,21,Travel,0,0,92,1,24
106.31,14,Grocery,0,0,64,2,32
44.77,5,Electronics,0,0,79,2,55
170.49,17,Travel,0,0,78,1,50
52.42,4,Grocery,0,0,78,3,20
4.45,16,Grocery,0,0,25,3,47
477.89,18,Electronics,0,0,48,3,22
60.67,18,Travel,0,0,68,4,69
44.84,17,Grocery,0,0,33,4,43
417.43,3,Food,0,0,31,5,35
266.37,5,Travel,0,0,66,1,38
71.08,23,Grocery,0,0,32,4,27
267.69,3,Grocery,0,0,34,2,28
221.55,14,Grocery,0,0,61,0,66
767.52,4,Clothing,1,1,80,4,62
226.98,1,Travel,0,0,42,4,37
183.53,19,Electronics,0,1,44,2,49
152.89,4,Travel,0,0,77,2,60
123.74,15,Clothing,0,0,87,2,26
149.08,22,Travel,0,0,98,2,40
3.94,1,Travel,0,0,85,0,44
335.63,17,Food,0,0,54,2,38
119.28,1,Grocery,0,0,77,1,18
239.53,17,Grocery,0,0,44,0,51
161.33,19,Grocery,0,0,85,4,56
264.33,18,Clothing,0,0,48,1,52
130.73,20,Travel,0,0,76,1,38
144.41,6,Food,0,0,39,2,41
254.87,22,Grocery,0,0,95,3,32
214.03,2,Electronics,0,0,73,3,22
274.19,1,Clothing,0,0,62,0,53
188.27,10,Electronics,0,0,73,3,30
585.89,9,Travel,0,0,74,3,62
70.35,15,Food,0,0,32,1,69
60.0,2,Grocery,1,0,25,2,45
535.37,1,Electronics,0,0,94,0,40
176.86,12,Clothing,0,0,34,2,35
190.88,0,Clothing,0,0,63,1,25
745.58,3,Electronics,0,0,94,3,39
135.07,20,Electronics,1,0,72,0,52
7.22,17,Clothing,0,0,73,0,23
14.01,19,Grocery,0,0,93,2,69
550.85,22,Travel,0,0,86,0,19
126.48,9,Clothing,0,0,30,5,68
101.49,19,Grocery,0,0,82,1,29
417.99,11,Electronics,0,0,27,1,22
265.43,6,Travel,0,0,38,2,22
2.77,22,Food,0,0,98,4,20
252.62,21,Travel,0,0,45,0,51
410.08,20,Food,0,0,89,2,37
46.87,8,Food,0,0,90,2,54
203.72,3,Food,0,0,42,1,29
276.69,5,Clothing,0,1,40,1,21
7.51,4,Grocery,0,0,28,1,31
10.25,17,Electronics,0,1,90,1,28
17.85,0,Clothing,1,0,30,3,40
149.67,16,Food,0,0,42,2,35
104.32,0,Food,0,0,55,1,28
213.93,8,Clothing,0,0,77,0,53
31.95,16,Grocery,0,0,37,3,47
2.11,17,Food,0,0,92,2,53
185.04,17,Grocery,0,0,46,4,59
51.26,18,Clothing,0,0,57,1,42
8.27,3,Clothing,0,0,81,4,24
190.39,19,Food,0,0,41,2,62
2.19,19,Travel,0,1,86,2,33
68.35,10,Electronics,1,0,83,1,28
150.2,14,Grocery,0,1,73,4,47
21.1,3,Travel,0,1,28,2,37
194.9,10,Clothing,0,0,62,1,21
103.56,20,Food,0,0,96,2,25
27.34,6,Food,0,0,70,2,35
213.12,13,Electronics,0,0,95,3,55
84.29,15,Grocery,0,1,29,1,52
121.01,19,Clothing,1,0,39,3,22
143.58,8,Grocery,0,0,34,2,36
13.52,21,Grocery,0,0,26,7,34
238.11,18,Travel,0,0,38,2,63
306.5,7,Grocery,0,0,57,0,67
94.29,12,Clothing,0,0,87,3,44
684.67,2,Clothing,0,0,38,1,20
105.24,5,Electronics,0,0,81,1,65
203.66,21,Clothing,0,0,84,2,29
398.91,1,Grocery,0,0,55,2,36
51.84,18,Electronics,0,0,99,1,53
6.35,10,Clothing,0,0,96,8,40
439.12,11,Travel,0,0,39,5,21
170.17,3,Electronics,0,0,40,5,57
52.26,9,Food,1,0,64,2,41
15.33,17,Electronics,1,0,98,2,41
74.47,22,Clothing,0,0,62,0,34
250.38,21,Electronics,0,0,41,1,63
93.55,5,Food,0,0,32,3,31
214.27,18,Electronics,0,0,91,0,22
1060.52,17,Grocery,0,0,35,2,34
715.09,0,Clothing,0,0,55,2,55
200.91,21,Grocery,0,0,53,3,62
111.41,22,Travel,0,0,48,4,29
17.5,8,Electronics,0,0,44,2,38
151.07,20,Food,0,0,99,2,20
52.45,4,Travel,0,0,96,3,32
266.33,9,Travel,0,0,38,2,45
141.26,17,Travel,0,0,85,0,33
108.37,4,Electronics,0,0,41,2,43
1370.04,7,Grocery,0,0,54,3,30
517.0,0,Electronics,0,0,96,4,52
34.04,11,Clothing,0,0,36,0,42
2.61,19,Electronics,1,0,47,5,59
104.41,17,Travel,0,0,46,1,61
333.44,13,Clothing,0,0,93,0,31
19.16,6,Travel,1,0,78,0,21
343.39,21,Grocery,0,0,92,2,37
2.93,13,Clothing,1,0,93,4,60
34.49,14,Electronics,0,0,94,2,67
229.53,21,Travel,0,0,39,5,26
354.08,9,Clothing,0,0,74,1,59
558.44,17,Food,0,0,95,2,49
1.47,1,Clothing,0,0,68,4,52
282.26,17,Travel,0,0,62,3,32
59.82,4,Food,0,0,41,1,40
170.18,0,Grocery,0,0,63,4,57
29.59,13,Travel,0,0,84,1,20
154.82,23,Grocery,0,0,49,0,21
7.41,4,Grocery,0,0,76,4,19
178.01,15,Food,0,0,94,1,37
80.47,3,Food,0,0,62,3,57
48.06,4,Electronics,0,1,43,2,63
796.32,1,Electronics,0,0,90,2,60
17.88,23,Travel,0,1,48,2,20
71.77,1,Clothing,1,0,46,0,45
26.87,0,Grocery,0,1,32,0,21
23.14,20,Clothing,1,0,44,4,38
10.44,3,Food,0,0,44,1,49
200.49,7,Grocery,0,0,62,2,62
54.52,21,Grocery,0,0,44,4,19
34.73,1,Travel,0,0,93,4,50
606.75,0,Food,0,0,68,2,47
4.69,7,Travel,0,0,60,2,63
108.15,15,Food,0,0,88,1,42
53.75,3,Grocery,0,0,29,2,62
0.13,13,Grocery,0,0,96,2,18
54.86,1,Food,1,0,44,1,69
8.08,14,Electronics,1,0,82,2,46
68.18,7,Travel,0,0,43,1,56
130.82,16,Electronics,0,0,94,1,46
238.61,2,Electronics,0,0,46,4,40
42.6,13,Travel,0,0,51,1,46
8.49,18,Grocery,0,0,93,0,69
237.91,23,Food,0,0,70,1,28
4.94,23,Electronics,0,0,54,2,56
342.22,20,Food,0,0,54,2,36
162.85,9,Clothing,1,0,47,4,43
63.73,15,Clothing,0,0,66,3,44
176.52,10,Electronics,0,0,39,1,33
156.83,14,Food,0,0,78,2,29
42.4,22,Grocery,0,0,34,0,36
19.0,18,Grocery,0,0,38,5,45
210.28,21,Food,0,0,30,1,34
135.83,0,Travel,0,0,95,4,28
92.24,1,Food,1,0,39,0,32
118.04,15,Food,0,0,35,7,29
159.07,8,Clothing,0,0,36,2,38
95.32,12,Clothing,0,0,36,4,37
110.22,17,Electronics,0,0,69,0,55
33.69,17,Food,0,0,78,2,43
83.94,9,Grocery,0,0,90,0,64
319.93,9,Electronics,1,0,90,2,27
46.45,1,Electronics,0,0,82,3,31
122.09,11,Grocery,0,1,75,2,54
195.37,22,Food,0,0,66,3,52
110.33,17,Travel,0,0,71,2,19
114.84,21,Travel,0,0,55,1,28
2.25,8,Electronics,0,0,83,1,25
47.04,5,Clothing,0,1,32,0,61
261.26,8,Food,0,1,34,3,64
114.93,23,Travel,0,0,94,0,29
30.82,2,Grocery,1,0,62,0,59
931.07,19,Clothing,0,0,81,2,54
119.94,16,Electronics,0,1,86,3,38
61.05,7,Electronics,0,0,45,2,41
85.28,19,Clothing,0,0,30,1,47
150.16,3,Electronics,0,0,61,2,60
650.22,19,Electronics,0,1,46,1,69
153.41,14,Electronics,0,0,79,2,68
382.28,2,Grocery,0,0,45,3,33
340.01,15,Electronics,0,0,51,3,41
13.04,14,Electronics,0,0,77,3,36
3.19,1,Grocery,1,0,45,2,51
82.41,12,Travel,0,0,93,3,62
32.9,11,Food,0,0,91,2,46
93.87,7,Electronics,0,0,56,0,69
240.65,13,Clothing,0,0,91,2,57
180.08,8,Electronics,0,0,86,0,54
60.18,14,Electronics,0,1,28,1,57
203.87,10,Grocery,0,0,43,3,29
61.96,7,Electronics,0,0,73,2,68
456.6,23,Travel,0,0,72,2,28
153.24,15,Food,0,0,32,2,27
261.71,1,Electronics,0,0,30,3,57
2.95,9,Food,0,0,91,4,25
86.96,6,Grocery,0,0,78,0,62
152.17,10,Clothing,1,0,29,3,67
212.45,0,Clothing,0,0,37,4,51
31.74,1,Electronics,0,0,67,3,43
118.41,13,Food,0,0,44,2,51
204.89,10,Travel,0,0,64,1,65
1.33,16,Food,0,0,49,2,47
219.78,9,Food,0,0,98,3,65
140.52,23,Travel,1,0,54,0,36
195.1,6,Food,0,0,25,1,34
67.83,4,Clothing,0,0,79,3,49
786.42,6,Travel,1,0,92,2,37
184.47,8,Travel,0,0,71,3,19
123.0,12,Electronics,0,0,48,1,54
157.44,22,Food,0,0,63,3,45
109.47,1,Grocery,0,0,51,0,42
40.2,8,Food,0,0,71,2,58
38.5,1,Clothing,0,0,79,1,21
74.03,14,Food,0,0,54,1,69
7.21,11,Clothing,0,0,31,1,59
99.48,6,Food,0,0,76,1,34
429.85,21,Grocery,0,0,47,1,59
522.13,10,Clothing,0,0,77,1,53
382.63,13,Food,0,0,98,0,59
265.52,1,Electronics,0,1,93,1,58
414.94,20,Electronics,1,0,55,2,64
43.83,13,Clothing,0,0,92,1,24
611.81,18,Travel,0,0,70,2,44
358.24,4,Electronics,0,0,99,1,37
25.79,22,Grocery,0,0,32,4,35
56.59,15,Travel,0,0,25,3,24
395.27,10,Clothing,0,0,36,3,65
262.35,15,Grocery,0,0,44,0,55
51.4,5,Clothing,1,0,71,3,25
28.33,22,Food,0,0,51,2,20
292.09,7,Food,0,0,46,2,40
100.5,14,Electronics,0,1,41,2,68
37.95,1,Grocery,0,0,84,1,20
312.45,17,Grocery,0,1,29,2,48
13.94,17,Grocery,1,0,52,1,24
270.06,5,Food,0,0,45,3,60
101.06,22,Clothing,0,1,89,6,33
70.84,2,Clothing,0,0,61,4,18
98.49,6,Grocery,0,0,88,3,48
321.92,22,Travel,1,0,79,2,53
73.2,1,Grocery,0,0,64,2,38
21.63,22,Food,0,0,48,4,69
682.47,14,Grocery,0,0,50,3,54
405.83,13,Grocery,0,0,53,3,49
104.06,9,Travel,0,0,79,2,52
139.14,13,Clothing,0,0,67,1,28
763.3,13,Clothing,0,1,42,2,19
77.51,23,Travel,0,0,52,1,19
407.08,19,Food,0,0,88,1,38
203.59,6,Clothing,0,0,98,6,68
49.36,23,Electronics,0,0,80,1,44
97.36,5,Food,0,1,58,0,56
49.89,1,Food,0,0,90,0,48
39.99,19,Clothing,0,0,98,1,34
315.25,13,Electronics,0,0,57,1,69
69.15,17,Food,0,0,49,2,31
80.67,18,Electronics,0,0,80,3,50
87.96,3,Travel,0,0,82,1,31
515.71,0,Food,0,0,28,3,43
296.18,16,Clothing,0,0,53,2,55
124.37,7,Electronics,0,0,30,3,55
433.29,10,Clothing,1,0,60,3,33
270.81,15,Clothing,0,0,51,1,26
138.25,16,Clothing,0,0,26,3,42
